Sno,Items,Description,Price(in AED),Image url
26,Pepsi,,7,https://images.deliveryhero.io/image/talabat/Menuitems/AAB80C808604078231E633275BBED6F8?width=172&amp;height=172
27,Diet Pepsi,,7,https://images.deliveryhero.io/image/talabat/Menuitems/22DF737A176FAB47F2704C31FE820B6B?width=172&amp;height=172
28,7 Up,,7,https://images.deliveryhero.io/image/talabat/Menuitems/8248231A53BDB6CBA76382B22BEB954E?width=172&amp;height=172
29,Diet 7 Up,,7,https://images.deliveryhero.io/image/talabat/Menuitems/70C981F03B94D9DC3886BC05DBB5AF79?width=172&amp;height=172
30,Mirinda,,7,https://images.deliveryhero.io/image/talabat/Menuitems/FCD9A090236C2D572D9A3420B1E6BEFD?width=172&amp;height=172
31,Water (Vegetarian),,5,https://images.deliveryhero.io/image/talabat/Menuitems/1C59F862BB89C29F42397BA4F8834E66?width=172&amp;height=172
,,,,
0,Meal for One,"Any Pizza, Appetiser & Soft Drink!",65,https://images.deliveryhero.io/image/talabat/Menuitems/253181DC1F1A3E1C309850B60666FA3D?width=172&amp;height=172
1,Meal for 2,"Any 2 Pizzas, Any Appetizer, 2 Soft Drinks. Super value and perfect for sharing!",99,https://images.deliveryhero.io/image/talabat/Menuitems/4967B4D38D1FC3435564C305543183F5?width=172&amp;height=172
2,Appetiser Sharing Box,Choice of any 3 Appetisers!,72,https://images.deliveryhero.io/image/talabat/Menuitems/C9F838160A674AB8BE942FE8421A25B1?width=172&amp;height=172
3,BBQ Brisket,"Tomato sauce, fior di latte mozzarella, homemade slow cooked pulled BBQ beef brisket, sundried tomato, smoked cheddar, spring onion, garlic & herb drizzle",58,https://images.deliveryhero.io/image/talabat/Menuitems/5DC3DE61A4703BEA7E63CEBC574ED4E5?width=172&amp;height=172
4,Oven-baked Garlic Bread & Mozzarella,"Rocco`s classic dough baked with homemade roast garlic, olive oil, fior di latte and fresh rosemary. Add our homemade Pesto, or creamy fresh Straciatella",28,https://images.deliveryhero.io/image/talabat/Menuitems/4B6C9D0E1C18CB1217DFBB181D02D897?width=172&amp;height=172
5,Fattoria,"Tomato sauce, fior di latte mozzarella, caramelized onions, sundried tomatoes, homemade pesto, roast pine nuts, goat cheese",58,https://images.deliveryhero.io/image/talabat/Menuitems/CB779CCDE1948D13333F5D73BF9F0C4A?width=172&amp;height=172
6,Garlic Pesto Shrimp,"Pesto cream sauce, fior di latte mozzarella, sauteed shrimp, friarielli, roast garlic",55,https://images.deliveryhero.io/image/talabat/Menuitems/17AFF33E513E2987E1153432A7E2FDF5?width=172&amp;height=172
7,Banana Caramel Pudding,"A creamy pile of deliciousness made with caramelised banana, custard cream, and banana caramel sauce",28,https://images.deliveryhero.io/image/talabat/Menuitems/70E3118A1586C2E909A5CE560A51BA34?width=172&amp;height=172
8,Oven-baked Garlic Bread & Mozzarella,"Rocco`s classic dough baked with homemade roast garlic, olive oil, fior di latte and fresh rosemary. Add our homemade Pesto, or creamy fresh Straciatella",28,https://images.deliveryhero.io/image/talabat/Menuitems/4B6C9D0E1C18CB1217DFBB181D02D897?width=172&amp;height=172
9,Tender Chicken Strips,"Juicy, tender and succulent breaded strips, served with a choice of dip",32,https://images.deliveryhero.io/image/talabat/Menuitems/3B6D65ABAD07904F760F90ECA879E270?width=172&amp;height=172
10,Seasoned Potato Wedges,"Crispy fried potato wedges, lightly seasoned and served with a choice of dip",25,https://images.deliveryhero.io/image/talabat/Menuitems/9F87BF6A16678DD0813E8265DC708301?width=172&amp;height=172
11,Calamari Fritti,Crispy fried breaded calamari rings served with a choice of dip,34,https://images.deliveryhero.io/image/talabat/Menuitems/9523A0969815183CC3413EE7703DC687?width=172&amp;height=172
12,Bruschetta,"Toasted homemade ciabatta topped with fresh tomatoes, chopped garlic, onions and basil",28,https://images.deliveryhero.io/image/talabat/Menuitems/7A09346F02292C32C2F11177C4F4EFD5?width=172&amp;height=172
13,Mozzarella Fritta,"Thick, creamy slices of mozzarella, breaded and shallow-fried Served with a choice of dip",28,https://images.deliveryhero.io/image/talabat/Menuitems/E072C332397336B8846E3C5BD74C8222?width=172&amp;height=172
14,Homemade Italian Meatballs,"Home-made beef meatballs, with Italian herbs, in a rich tomato ragu",28,https://images.deliveryhero.io/image/talabat/Menuitems/81DE7CEE0F25653C956D0CF7E0E7CED2?width=172&amp;height=172
15,Tomato & Basil Soup,"Our classic tomato soup is homemade with ripe plum tomatoes and mixed garden legumes for excellent flavor, seasoned with olive oil and basil and served with a side of crispy garlic bread",26,https://images.deliveryhero.io/image/talabat/Menuitems/3FB80F81A0146B71963947D3D8FCE2A6?width=172&amp;height=172
16,Appetiser Sharing Box,Choice of any 3 Appetisers!,72,https://images.deliveryhero.io/image/talabat/Menuitems/C9F838160A674AB8BE942FE8421A25B1?width=172&amp;height=172
17,Insalata Di Rocco,"Fresh mixed Italian greens, cherry tomatoes, kalamata olives, spring onion, oven baked goat cheese, fresh mushrooms, walnuts, pine nuts, homemade sweet balsamic dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/9747F311B863CDFBAA35E3F41679EAB7?width=172&amp;height=172
18,Grilled Chicken Caesar,"Romaine lettuce with a creamy Caesar dressing, homemade garlic croutons, powdered parmesan cheese and grilled chicken breast",41,https://images.deliveryhero.io/image/talabat/Menuitems/96AB5147808C7D2FDBF2E43828346D28?width=172&amp;height=172
19,Organic Quinoa Greco,"White quinoa, authentic Greek feta, kalamata olives, pine nuts, cherry tomato, fresh rocket, Italian lime dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/7BB7B32C609F51B8F27465A3709240CD?width=172&amp;height=172
20,Fusili Chicken Salad,"Served cold Pasta salad with fusili, roast chicken, sweetcorn, kalamata olives, sundried tomato, fresh rocket, grated parmesan and pesto dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/AE870BAB84A7BF0861C52F10C4184B8A?width=172&amp;height=172
21,Insalata Sparta,"Mixed fresh Italian greens, kalamata olives, chopped avocado, feta cheese, oregano, Italian pesto dressing",41,https://images.deliveryhero.io/image/talabat/Menuitems/68B3E01720CA0A02901DF7153091E850?width=172&amp;height=172
22,Insalata Caprese,"Sliced vine tomato, sliced fresh mozzarella, topped with our homemade pesto, fresh basil, sea salt flakes and EVOO",46,https://images.deliveryhero.io/image/talabat/Menuitems/CDE21DBB89F00669CC32F7DED340A133?width=172&amp;height=172
23,Garden Salad,"Italian mixed greens, cherry tomato, cucumber, spring onion, classic Italian dressing",31,https://images.deliveryhero.io/image/talabat/Menuitems/616F0CDD5E6C5DD9B4D0A373E79FF086?width=172&amp;height=172
24,Create your own SALAD,Create your own super salad with a wide range of freshly prepared ingredients and sauces,28,https://images.deliveryhero.io/image/talabat/Menuitems/01228C476603E5BAD06C5FA2AE90F6A2?width=172&amp;height=172
25,Margherita,"Tomato sauce, fior di latte mozzarella, fresh basil",46,https://images.deliveryhero.io/image/talabat/Menuitems/BF13352760278E6304FEE38C08EA0A91?width=172&amp;height=172
26,Funghi,"Tomato sauce, fior di latte mozzarella, fresh mushrooms, fresh basil",49,https://images.deliveryhero.io/image/talabat/Menuitems/4BA08886806D7902BDAF6EB41886AB31?width=172&amp;height=172
27,Verdure,"Tomato sauce, fior di latte mozzarella, oven roast peppers, zucchini, aubergine, fresh mushrooms, sliced onions, kalamata olives",52,https://images.deliveryhero.io/image/talabat/Menuitems/85934B80370C01F73DE317CFFEE75096?width=172&amp;height=172
28,Diavola,"Tomato sauce, fior di latte mozzarella, Italian salami (mildly spicy), oregano",55,https://images.deliveryhero.io/image/talabat/Menuitems/AC25474D7F4425035FC373EA5F3BA627?width=172&amp;height=172
29,Regina,"Tomato sauce, fior di latte mozzarella, smoked turkey, fresh mushrooms, olives, oregano",52,https://images.deliveryhero.io/image/talabat/Menuitems/6643D804646ABB419DC55E8AB9C74AF7?width=172&amp;height=172
30,Bresaola,"Tomato sauce, fior di latte mozzarella, sliced beef bresaola, fresh rocket, topped with grated parmesan",52,https://images.deliveryhero.io/image/talabat/Menuitems/3A0F6A41A90F316478DE117CE38B9268?width=172&amp;height=172
31,Quattro Formaggi,"Tomato sauce, fior di latte mozzarella, gorgonzola, emmental, grated parmesan",55,https://images.deliveryhero.io/image/talabat/Menuitems/884B0ACD22F2A54893BB1B9BE3BDF6D9?width=172&amp;height=172
32,Quattro Stagioni,"Tomato sauce, fior di latte mozzarella, artichokes, fresh mushrooms, red peppers, smoked turkey, kalamata olives",55,https://images.deliveryhero.io/image/talabat/Menuitems/3A3047A1D120A47CE2210ECB93C4EC00?width=172&amp;height=172
33,Siciliana,"Tomato sauce, fior di latte mozzarella, capers, kalamata olives, Mediterranean anchovies, oregano",49,https://images.deliveryhero.io/image/talabat/Menuitems/BC14B14728F3AA34380D0E61CD8B447A?width=172&amp;height=172
34,Tonno,"Tomato sauce, fior di latte mozzarella, Mediterranean tuna, olives, sliced onion, capers",52,https://images.deliveryhero.io/image/talabat/Menuitems/1993C3B033281EF31151E48C871E84C0?width=172&amp;height=172
35,Buffalo Fried Chicken,"Tomato sauce, fior di latte mozzarella, buffalo fried chicken, spring onion, buffalo cream sauce",55,https://images.deliveryhero.io/image/talabat/Menuitems/8DC63E4552B76D7AC80BAF19A19F3041?width=172&amp;height=172
36,Fattoria,"Tomato sauce, fior di latte mozzarella, caramelized onions, sundried tomatoes, homemade pesto, roast pine nuts, goat cheese",58,https://images.deliveryhero.io/image/talabat/Menuitems/CB779CCDE1948D13333F5D73BF9F0C4A?width=172&amp;height=172
37,Pollo Piccante,"Tomato sauce, fior di latte mozzarella, oven roast chicken, jalapeno, sliced onions, chili flakes (Spicy)",55,https://images.deliveryhero.io/image/talabat/Menuitems/48512A0DCD94416A4F0CCA7C5A59A3D3?width=172&amp;height=172
38,Carnivora,"Tomato sauce, fior di latte mozzarella, beef bacon, homemade meatballs, Italian salami, seasoned minced beef, spring onion, oregano",58,https://images.deliveryhero.io/image/talabat/Menuitems/075A8C7E54CF63382BBA33D6014A4063?width=172&amp;height=172
39,Pollo Pesto,"Creamy pesto sauce, fior di latte mozzarella, mildly spicy marinated roast chicken, sun dried tomatoes and broccoli",55,https://images.deliveryhero.io/image/talabat/Menuitems/C246DC645B08BBBD31E208089BE843A2?width=172&amp;height=172
40,Italia,"Tomato sauce, fior di latte mozzarella, buffalo mozzarella, fresh rocket and parmesan (arranged like the Italian flag)",58,https://images.deliveryhero.io/image/talabat/Menuitems/490DF4E27B21CBFBC5458D8E66E9CC9A?width=172&amp;height=172
41,Chipotle Cheesesteak,"Chipotle mayonnaise, fior di latte mozzarella, premium grilled beef strips, sliced onion & peppers, cheddar cheese sauce",58,https://images.deliveryhero.io/image/talabat/Menuitems/1D1384B68E9F48E5D04094B1B2825181?width=172&amp;height=172
42,Burrata,"Tomato sauce, cherry tomatoes, fresh rocket, fresh creamy burrata, Rocco's homemade pesto (burrata added after cooking)",72,https://images.deliveryhero.io/image/talabat/Menuitems/C426C1A5FA2A092CCE91211C77EF2B92?width=172&amp;height=172
43,Paneer Tikka,"Tomato sauce, homemade mango chutney, fior di latte mozzarella, sliced onions, tikka marinated paneer, fresh coriander



Served with a side of Chili mint chutney",52,https://images.deliveryhero.io/image/talabat/Menuitems/D83077DB0ECBD219F612D7B923657E88?width=172&amp;height=172
44,Tartufo,"Truffled cream, fior di latte mozzarella, fresh mushroom, emmenthal, parsley",63,https://images.deliveryhero.io/image/talabat/Menuitems/3EA3728501D290A4D1856A2AFD023E2F?width=172&amp;height=172
45,BBQ Brisket,"Tomato sauce, fior di latte mozzarella, homemade slow cooked pulled BBQ beef brisket, sundried tomato, smoked cheddar, spring onion, garlic & herb drizzle",58,https://images.deliveryhero.io/image/talabat/Menuitems/5DC3DE61A4703BEA7E63CEBC574ED4E5?width=172&amp;height=172
46,Garlic Pesto Shrimp,"Pesto cream sauce, fior di latte mozzarella, sauteed shrimp, friarielli, roast garlic",55,https://images.deliveryhero.io/image/talabat/Menuitems/17AFF33E513E2987E1153432A7E2FDF5?width=172&amp;height=172
